respondent_id,age,gender,region,monthly_income_band,household_size,primary_shopping_channel,most_purchased_category,monthly_fmcg_spend_idr,purchase_frequency_per_month,brand_switching_frequency,promotion_response,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,quality_orientation_1,quality_orientation_2,quality_orientation_3,health_orientation_1,health_orientation_2,health_orientation_3,sustainability_orientation_1,sustainability_orientation_2,sustainability_orientation_3,digital_influence_1,digital_influence_2,digital_influence_3,convenience_orientation_1,convenience_orientation_2,convenience_orientation_3,brand_trust_1,brand_trust_2,brand_trust_3,new_product_intention_1,new_product_intention_2,new_product_intention_3
R0269,27,Woman,Java,IDR 10–20M,4,E-commerce,Home care,1960000,11,Rarely,2.0,2,3,3,4,4,4,3,3,3,4,4,3.0,3,3,3,4,4,4,5,5,5,4,3,3
R0270,38,Man,Java,> IDR 20M,6,Supermarket,Personal care,2460000,10,Rarely,2.0,4,4,4,3,3,3,3,4,3,3,3,2.0,4,3,4,4,4,4,4,4,4,3,2,3
R0271,18,Woman,Java,< IDR 5M,3,Minimarket,Food & beverages,380000,9,Sometimes,5.0,3,3,3,4,3,3,3,2,3,3,2,3.0,4,3,3,4,4,3,3,3,4,4,4,3
R0272,30,Woman,Sulawesi,IDR 5–10M,4,Supermarket,Home care,640000,4,Rarely,4.0,4,5,4,3,4,3,3,3,3,4,3,3.0,3,3,3,3,3,3,4,2,3,3,4,4
R0273,47,Woman,Java,< IDR 5M,3,Supermarket,Personal care,780000,9,Rarely,1.0,4,4,4,4,4,4,4,4,3,4,4,3.0,3,4,4,5,5,5,5,4,4,4,3,3
R0274,29,Woman,Bali & Nusa Tenggara,IDR 10–20M,4,Minimarket,Home care,1700000,9,Rarely,2.0,2,3,2,4,4,5,4,4,4,4,4,3.0,3,3,3,4,4,3,5,5,4,4,4,3
R0275,26,Man,Sulawesi,< IDR 5M,3,E-commerce,Home care,1010000,9,Often,4.0,4,4,4,4,3,3,3,2,2,3,3,3.0,5,5,5,5,4,3,3,2,3,4,4,3
R0276,36,Woman,Java,IDR 10–20M,3,E-commerce,Personal care,1540000,8,Rarely,3.0,3,3,2,5,4,5,4,4,4,3,3,3.0,2,2,2,4,3,3,4,4,5,4,5,4
R0277,26,Man,Sumatra,IDR 10–20M,3,E-commerce,Food & beverages,690000,7,Sometimes,4.0,4,3,4,4,4,4,3,5,4,4,4,4.0,3,4,4,4,4,5,4,3,2,4,5,5
R0278,19,Woman,Kalimantan,< IDR 5M,2,Traditional market,Home care,540000,8,Sometimes,5.0,4,4,5,3,4,3,2,3,3,3,3,4.0,3,3,4,3,3,3,3,3,3,2,2,1
R0279,40,Woman,Sulawesi,> IDR 20M,4,Minimarket,Food & beverages,1920000,12,Never,3.0,3,3,2,4,4,4,4,3,3,3,3,3.0,3,3,2,4,4,4,3,3,4,4,4,3
R0280,32,Woman,Sumatra,IDR 10–20M,2,Traditional market,Home care,550000,10,Often,4.0,4,4,4,3,2,2,3,3,2,3,3,4.0,2,3,3,4,4,4,3,3,3,4,3,3
R0281,35,Woman,Sulawesi,> IDR 20M,3,Traditional market,Personal care,2390000,10,Sometimes,3.0,2,2,2,4,4,4,3,4,3,4,4,4.0,3,4,3,4,4,4,4,4,4,3,4,4
R0282,44,Man,Sumatra,IDR 10–20M,3,Supermarket,Food & beverages,1580000,9,Rarely,3.0,3,3,3,3,4,4,4,3,3,3,3,3.0,3,4,2,5,5,5,5,5,4,3,3,3
R0283,34,Woman,Java,IDR 5–10M,2,E-commerce,Food & beverages,790000,10,Sometimes,4.0,4,3,4,4,3,4,3,4,4,3,3,3.0,4,4,4,4,4,3,3,4,4,4,4,4
R0284,40,Woman,Java,> IDR 20M,6,Minimarket,Home care,1070000,16,Rarely,3.0,3,2,2,3,3,4,3,3,2,3,3,2.0,2,2,3,4,4,4,3,4,4,2,2,3
R0285,18,Man,Java,< IDR 5M,2,E-commerce,Food & beverages,1360000,11,Sometimes,4.0,3,3,4,4,4,4,3,3,4,3,3,3.0,5,4,4,4,4,4,3,3,3,4,4,4
R0286,29,Woman,Java,IDR 5–10M,1,Traditional market,Food & beverages,750000,8,Rarely,3.0,5,4,5,3,3,3,4,4,4,3,2,2.0,4,3,4,3,3,3,3,4,3,3,3,3
R0287,18,Woman,Java,IDR 10–20M,2,Traditional market,Home care,740000,9,Sometimes,4.0,4,4,4,3,3,3,3,3,2,4,4,3.0,3,2,2,3,3,2,3,2,2,3,3,2
R0288,42,Woman,Bali & Nusa Tenggara,< IDR 5M,1,Traditional market,Home care,1060000,12,Rarely,2.0,2,4,3,3,3,3,2,2,1,3,3,3.0,2,3,2,4,4,4,4,4,4,3,4,4
R0289,34,Man,Java,IDR 5–10M,1,E-commerce,Home care,1150000,11,Never,3.0,2,2,3,3,3,3,4,3,4,4,3,4.0,4,4,4,4,4,4,5,4,4,4,4,4
R0290,38,Woman,Java,IDR 10–20M,1,E-commerce,Personal care,1010000,8,Sometimes,3.0,3,3,3,5,4,5,4,4,3,4,4,4.0,4,4,4,4,4,4,3,4,4,3,3,4
R0291,42,Woman,Java,> IDR 20M,4,Traditional market,Food & beverages,1830000,6,Never,3.0,3,3,3,3,3,3,2,3,3,3,5,4.0,3,3,3,5,5,4,3,3,4,2,2,2
R0292,42,Man,Java,IDR 5–10M,2,E-commerce,Personal care,1420000,11,Sometimes,4.0,3,3,3,5,5,4,4,4,4,4,4,4.0,3,3,3,4,4,4,5,4,4,3,3,3
R0293,36,Man,Java,IDR 5–10M,1,Minimarket,Food & beverages,870000,8,Sometimes,3.0,4,3,4,4,4,4,4,4,4,3,3,3.0,3,3,4,4,3,4,3,3,4,5,4,5
R0294,29,Woman,Java,IDR 5–10M,5,E-commerce,Home care,860000,6,Often,3.0,3,3,3,4,3,3,2,3,3,3,3,3.0,4,4,4,4,3,4,3,3,3,4,4,4
R0295,47,Man,Java,IDR 5–10M,1,Supermarket,Home care,1010000,7,Never,3.0,3,3,4,4,4,4,5,5,5,3,3,3.0,5,5,3,4,3,4,3,3,3,4,4,4
R0296,30,Man,Java,> IDR 20M,3,Traditional market,Home care,1140000,8,Rarely,4.0,4,4,5,3,3,3,2,3,3,3,3,2.0,3,4,4,3,3,3,4,3,3,2,3,3
R0297,21,Woman,Java,IDR 10–20M,2,Supermarket,Food & beverages,1060000,8,Sometimes,4.0,4,5,5,3,2,4,2,2,3,2,2,2.0,2,3,3,3,3,3,3,3,3,3,3,4
R0298,27,Man,Java,IDR 10–20M,4,Traditional market,Food & beverages,1590000,10,Rarely,3.0,3,3,3,4,4,4,4,3,4,4,4,4.0,4,4,3,4,3,3,5,5,4,4,5,3
R0299,31,Woman,Java,IDR 5–10M,6,Minimarket,Home care,660000,9,Rarely,5.0,3,3,4,4,4,4,4,3,3,3,2,3.0,3,3,3,2,3,3,3,3,3,4,4,4
R0300,30,Man,Bali & Nusa Tenggara,> IDR 20M,3,Supermarket,Personal care,1070000,6,Often,4.0,2,2,2,4,3,4,4,4,4,3,2,2.0,5,5,4,3,3,3,3,3,3,5,5,4
R0301,36,Man,Java,IDR 10–20M,1,Supermarket,Food & beverages,890000,5,Sometimes,2.0,5,4,4,5,4,4,3,2,3,2,2,2.0,4,3,3,4,4,4,3,3,3,3,2,2
R0302,30,Man,Sumatra,IDR 10–20M,2,Minimarket,Home care,1410000,14,Never,2.0,4,4,4,4,4,5,3,3,3,4,4,3.0,3,2,3,5,4,4,5,4,5,3,3,3
R0303,48,Man,Java,> IDR 20M,2,E-commerce,Home care,1420000,7,Never,3.0,3,3,3,4,4,4,3,3,3,3,2,2.0,3,4,4,4,3,4,3,4,3,3,3,2
R0304,49,Man,Kalimantan,> IDR 20M,2,E-commerce,Food & beverages,2270000,13,Sometimes,4.0,3,3,3,4,3,3,4,4,4,4,4,3.0,2,2,2,3,4,3,4,4,4,4,4,4
R0305,28,Man,Sulawesi,< IDR 5M,4,Minimarket,Food & beverages,820000,8,Often,3.0,3,3,4,3,4,4,3,4,3,3,4,4.0,4,3,3,3,3,4,3,3,3,3,3,4
R0306,33,Woman,Java,IDR 10–20M,4,Minimarket,Food & beverages,1310000,12,Rarely,3.0,2,1,1,3,3,4,3,3,4,4,3,3.0,3,4,2,4,4,4,4,5,5,3,2,3
R0307,32,Man,Sulawesi,IDR 5–10M,5,Traditional market,Personal care,570000,7,Rarely,5.0,5,5,4,3,3,3,2,2,2,3,2,2.0,4,4,4,4,5,4,3,3,3,4,4,4
R0308,32,Man,Sumatra,IDR 5–10M,4,Traditional market,Home care,690000,8,Sometimes,4.0,4,5,4,2,3,3,3,2,2,4,4,4.0,4,5,4,5,4,4,3,2,3,4,4,3
R0309,20,Man,Kalimantan,> IDR 20M,3,Supermarket,Personal care,1350000,11,Often,4.0,4,3,3,3,4,4,4,3,4,3,3,3.0,4,4,4,5,5,5,4,4,4,4,4,4
R0310,43,Woman,Java,> IDR 20M,4,Supermarket,Food & beverages,1190000,10,Never,2.0,3,2,3,2,3,4,2,3,4,4,3,3.0,4,4,3,4,3,4,5,5,5,4,3,4
R0311,30,Man,Java,IDR 5–10M,4,Minimarket,Personal care,680000,6,Sometimes,4.0,4,4,3,4,3,3,3,4,3,3,3,3.0,3,3,3,3,3,3,4,3,3,3,3,3
R0312,55,Man,Bali & Nusa Tenggara,IDR 5–10M,2,Minimarket,Personal care,1780000,10,Never,3.0,3,3,3,4,4,4,2,3,3,3,2,3.0,2,3,2,5,5,4,4,4,4,3,3,3
R0313,33,Woman,Sulawesi,IDR 10–20M,3,Supermarket,Food & beverages,1910000,6,Rarely,3.0,2,2,3,4,4,4,4,4,3,4,4,4.0,2,3,3,4,4,4,3,3,3,3,3,4
R0314,23,Man,Java,< IDR 5M,3,Minimarket,Personal care,670000,9,Rarely,3.0,3,3,2,4,3,3,4,3,3,3,3,3.0,4,4,4,4,4,5,4,4,4,3,3,3
R0315,26,Woman,Kalimantan,IDR 5–10M,1,E-commerce,Personal care,1340000,11,Rarely,4.0,3,3,4,4,3,4,4,4,4,3,3,3.0,5,5,5,4,4,5,5,5,5,5,5,5
R0316,44,Woman,Java,IDR 5–10M,3,Traditional market,Home care,970000,8,Sometimes,2.0,4,3,3,4,4,4,4,4,4,2,2,1.0,3,4,3,4,4,4,4,5,4,4,4,4
R0317,29,Man,Bali & Nusa Tenggara,> IDR 20M,1,Supermarket,Food & beverages,1820000,8,Sometimes,3.0,2,2,2,3,3,3,3,3,3,3,3,3.0,3,4,4,5,4,4,4,4,4,5,4,5
R0318,33,Woman,Sumatra,IDR 10–20M,2,Minimarket,Food & beverages,600000,5,Sometimes,5.0,4,4,4,4,4,3,4,3,4,3,3,3.0,3,3,3,3,2,3,3,3,3,3,3,2
R0319,24,Man,Kalimantan,IDR 10–20M,4,Supermarket,Personal care,1650000,8,Sometimes,4.0,3,3,3,5,5,5,4,4,4,4,3,3.0,4,4,3,4,4,4,3,4,4,4,4,4
R0320,21,Man,Sulawesi,IDR 10–20M,4,Minimarket,Personal care,550000,7,Rarely,4.0,5,4,4,3,3,4,3,3,3,4,3,3.0,3,3,4,3,3,3,2,3,2,2,2,2
R0321,36,Woman,Java,IDR 5–10M,3,E-commerce,Personal care,1800000,11,Rarely,3.0,2,2,2,4,4,5,3,3,3,3,4,4.0,3,3,4,3,3,3,3,3,4,4,4,4
R0322,46,Woman,Java,IDR 10–20M,1,Minimarket,Food & beverages,1470000,8,Never,3.0,3,4,3,4,4,4,2,3,3,3,3,3.0,3,3,3,4,4,5,4,4,4,4,4,3
R0323,29,Man,Java,< IDR 5M,2,Minimarket,Personal care,1020000,11,Sometimes,3.0,3,4,3,4,3,3,3,3,2,4,4,4.0,4,5,5,3,4,4,2,2,2,3,4,4
R0324,29,Woman,Sulawesi,< IDR 5M,2,Minimarket,Food & beverages,690000,13,Sometimes,4.0,3,3,1,3,4,5,4,4,4,3,4,4.0,5,4,5,4,5,5,3,2,2,4,5,5
R0325,20,Woman,Java,IDR 10–20M,2,Supermarket,Food & beverages,1520000,11,Sometimes,3.0,3,2,2,5,4,5,5,5,5,4,4,4.0,3,4,4,3,4,3,5,4,4,3,4,3
R0326,34,Man,Java,IDR 10–20M,5,E-commerce,Home care,1790000,8,Sometimes,3.0,2,2,3,4,4,4,4,3,4,5,5,5.0,3,3,4,4,4,4,3,4,4,4,4,4
R0327,26,Woman,Java,IDR 5–10M,2,E-commerce,Home care,1210000,7,Often,5.0,3,3,3,4,4,4,4,4,3,4,4,4.0,4,4,4,4,4,4,5,4,4,4,4,3
R0328,30,Woman,Kalimantan,IDR 5–10M,4,Supermarket,Home care,920000,11,Rarely,2.0,3,2,2,3,5,4,3,4,3,2,3,3.0,2,2,2,5,5,5,3,4,4,3,3,2
R0329,23,Man,Kalimantan,> IDR 20M,2,Traditional market,Personal care,900000,10,Often,4.0,3,3,3,5,4,4,4,4,3,2,3,3.0,4,5,4,3,4,4,3,3,3,3,4,4
R0330,18,Woman,Bali & Nusa Tenggara,IDR 5–10M,3,Traditional market,Food & beverages,530000,8,Often,4.0,5,5,5,3,4,3,4,4,4,3,3,3.0,3,3,3,4,3,4,3,3,3,3,2,2
R0331,22,Man,Sumatra,IDR 10–20M,3,E-commerce,Personal care,1160000,12,Often,4.0,4,4,3,3,3,3,4,4,4,3,3,4.0,5,5,4,5,4,4,4,4,4,3,4,4
R0332,18,Woman,Java,> IDR 20M,1,E-commerce,Food & beverages,1080000,6,Sometimes,4.0,4,4,5,4,3,3,3,3,3,3,3,2.0,4,4,3,5,4,4,4,3,3,5,4,4
R0333,27,Man,Java,IDR 10–20M,5,E-commerce,Personal care,910000,8,Sometimes,4.0,4,5,4,2,3,2,3,3,3,2,2,3.0,4,4,4,4,3,3,3,3,3,2,2,3
R0334,29,Man,Java,> IDR 20M,1,Supermarket,Personal care,1450000,6,Rarely,3.0,3,2,3,5,4,5,4,4,4,4,5,5.0,4,4,4,3,4,3,4,4,4,3,4,4
R0335,18,Woman,Sulawesi,< IDR 5M,5,Supermarket,Food & beverages,370000,10,Sometimes,5.0,5,5,5,4,3,3,3,3,4,3,3,4.0,2,3,3,4,4,4,4,2,3,3,3,4
R0336,34,Woman,Sumatra,IDR 10–20M,1,Supermarket,Personal care,1700000,7,Sometimes,2.0,3,2,4,5,4,4,5,5,5,4,4,5.0,4,3,3,5,4,4,4,3,4,3,3,3
R0337,30,Woman,Kalimantan,IDR 10–20M,5,E-commerce,Home care,490000,8,Sometimes,5.0,4,4,4,4,3,3,3,4,3,2,3,2.0,3,2,3,3,3,3,2,2,3,3,3,3
R0338,30,Woman,Sumatra,IDR 5–10M,6,Minimarket,Personal care,600000,7,Often,4.0,4,4,4,3,4,4,4,2,3,3,2,2.0,4,3,4,3,4,4,4,3,3,4,4,4
R0339,25,Man,Java,< IDR 5M,6,E-commerce,Personal care,630000,13,Rarely,3.0,3,2,3,3,3,3,3,3,2,4,4,3.0,4,4,5,4,4,4,2,3,3,5,4,5
R0340,29,Woman,Sulawesi,< IDR 5M,3,Supermarket,Home care,940000,9,Never,4.0,3,3,3,5,5,4,5,5,4,4,3,5.0,3,4,5,4,5,4,5,4,5,4,3,4
R0341,44,Woman,Java,IDR 10–20M,5,Minimarket,Home care,1430000,10,Never,3.0,3,3,3,4,3,4,4,3,4,2,2,2.0,3,4,4,4,5,4,4,4,4,3,3,4
R0342,40,Man,Java,IDR 10–20M,2,Traditional market,Home care,1360000,10,Rarely,4.0,4,4,4,5,5,4,2,3,3,3,4,3.0,2,2,3,5,4,4,4,3,4,4,4,4
R0343,29,Man,Sumatra,IDR 5–10M,4,Minimarket,Personal care,690000,9,Sometimes,4.0,3,4,3,4,4,4,3,2,3,3,3,4.0,2,2,2,4,4,3,4,4,4,3,3,4
R0344,19,Woman,Java,IDR 5–10M,6,E-commerce,Home care,880000,10,Often,3.0,3,3,3,3,3,4,3,3,3,3,3,3.0,5,4,5,5,4,4,3,3,2,4,4,5
R0345,26,Man,Sulawesi,< IDR 5M,3,Minimarket,Personal care,820000,7,Often,4.0,3,3,3,4,5,4,4,4,4,3,3,3.0,4,3,4,3,3,4,3,4,3,5,5,5
R0346,23,Woman,Sumatra,IDR 5–10M,3,E-commerce,Personal care,860000,8,Sometimes,3.0,3,4,3,5,4,4,3,2,2,4,4,4.0,4,4,4,4,4,4,4,3,3,4,4,4
R0347,34,Man,Sumatra,< IDR 5M,3,Traditional market,Food & beverages,480000,7,Sometimes,5.0,4,4,3,3,2,3,3,3,3,3,3,3.0,2,3,4,4,3,4,3,3,3,2,2,2
R0348,18,Woman,Kalimantan,IDR 10–20M,2,Minimarket,Food & beverages,830000,12,Sometimes,4.0,3,4,4,4,3,3,2,3,3,2,2,3.0,3,3,3,4,4,4,3,3,2,3,3,3
R0349,34,Woman,Sumatra,< IDR 5M,1,Supermarket,Personal care,660000,8,Often,4.0,3,4,3,4,3,3,3,3,3,3,3,3.0,4,4,3,4,5,4,3,4,3,4,4,5
R0350,44,Woman,Sumatra,IDR 5–10M,2,E-commerce,Food & beverages,550000,7,Sometimes,5.0,4,4,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,5,4,3,2,3,3,3,4
R0351,20,Woman,Sumatra,< IDR 5M,4,E-commerce,Home care,890000,8,Often,4.0,4,4,4,4,4,4,4,3,3,3,3,3.0,5,5,5,4,4,4,3,3,4,4,4,4
R0352,34,Woman,Java,IDR 5–10M,4,Minimarket,Personal care,650000,7,Sometimes,5.0,4,5,4,4,5,4,3,2,3,3,3,4.0,3,3,3,3,3,3,4,4,3,3,2,4
R0353,37,Woman,Java,IDR 10–20M,7,Traditional market,Food & beverages,960000,8,Rarely,5.0,4,5,5,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,2,4,3,3
R0354,36,Woman,Java,IDR 5–10M,2,Minimarket,Food & beverages,1020000,7,Sometimes,4.0,4,4,5,3,4,4,3,3,3,2,2,3.0,4,4,4,4,3,3,3,2,3,3,3,3
R0355,20,Woman,Sulawesi,IDR 10–20M,3,E-commerce,Personal care,1170000,9,Rarely,5.0,2,3,3,4,5,4,3,3,3,4,4,4.0,5,5,5,4,4,4,3,3,3,4,4,4
R0356,36,Man,Kalimantan,< IDR 5M,1,E-commerce,Personal care,560000,9,Sometimes,5.0,5,4,4,3,3,2,3,3,3,3,3,3.0,4,3,3,3,3,3,3,4,3,2,3,4
R0357,26,Woman,Java,< IDR 5M,3,Minimarket,Home care,580000,9,Sometimes,5.0,4,3,4,3,3,3,2,3,4,3,3,3.0,4,4,4,4,5,4,3,3,3,3,3,2
R0358,23,Woman,Kalimantan,IDR 10–20M,3,Traditional market,Food & beverages,1050000,6,Rarely,5.0,3,3,4,4,3,3,4,3,4,3,3,3.0,5,4,5,3,3,4,3,4,4,3,4,3
R0359,36,Woman,Java,> IDR 20M,4,Traditional market,Food & beverages,790000,7,Sometimes,3.0,4,3,3,5,4,4,3,2,3,3,3,3.0,2,3,3,3,4,4,3,3,3,3,3,3
R0360,29,Woman,Java,IDR 10–20M,4,Minimarket,Personal care,1320000,6,Often,4.0,3,4,3,4,4,4,3,4,3,4,3,3.0,5,4,4,3,3,4,3,4,3,4,3,4
R0361,21,Woman,Bali & Nusa Tenggara,IDR 10–20M,5,E-commerce,Personal care,840000,10,Rarely,4.0,3,3,3,4,3,3,3,3,4,4,4,3.0,5,4,5,4,4,4,3,3,3,4,4,4
R0362,18,Man,Sumatra,IDR 5–10M,2,Minimarket,Food & beverages,1210000,5,Sometimes,4.0,3,3,3,3,3,3,3,4,4,3,3,3.0,4,4,5,4,4,4,2,2,2,4,4,4
R0363,44,Man,Sulawesi,IDR 5–10M,2,Supermarket,Food & beverages,1360000,10,Sometimes,3.0,3,3,3,3,4,3,4,3,3,3,3,3.0,3,3,3,3,3,4,4,4,3,2,2,2
R0364,31,Man,Java,IDR 5–10M,3,Traditional market,Personal care,590000,10,Often,4.0,5,4,5,3,3,3,3,4,4,3,3,3.0,4,5,4,4,4,4,4,4,3,5,5,4
R0365,24,Woman,Java,IDR 5–10M,3,Minimarket,Personal care,770000,6,Often,4.0,4,4,5,4,4,4,4,4,3,3,3,2.0,3,4,3,3,3,3,2,3,3,3,3,3
R0366,26,Woman,Java,IDR 10–20M,2,Supermarket,Personal care,830000,7,Rarely,4.0,4,5,4,3,3,3,3,3,3,2,2,2.0,2,4,2,4,4,4,3,3,3,3,3,3
R0367,27,Woman,Java,IDR 5–10M,1,Supermarket,Food & beverages,740000,11,Sometimes,4.0,4,3,3,4,3,3,2,3,3,2,3,2.0,3,4,3,4,3,3,3,3,3,2,3,3
R0368,45,Woman,Java,IDR 10–20M,4,Minimarket,Home care,1470000,10,Never,3.0,3,3,2,5,4,5,5,5,5,4,4,4.0,3,4,3,4,4,4,3,3,3,4,3,3
R0369,18,Man,Java,IDR 10–20M,3,E-commerce,Food & beverages,940000,5,Often,4.0,4,4,4,4,4,4,3,3,3,3,3,3.0,3,3,4,4,4,4,3,3,2,3,4,4
R0370,44,Woman,Bali & Nusa Tenggara,IDR 10–20M,5,Minimarket,Personal care,2140000,8,Rarely,2.0,3,3,2,5,5,5,3,4,3,2,2,2.0,3,2,2,4,4,4,4,4,4,3,4,3
R0371,30,Man,Kalimantan,IDR 10–20M,4,Minimarket,Food & beverages,1120000,8,Sometimes,4.0,4,5,5,4,4,3,3,3,3,3,2,3.0,4,3,3,4,4,4,3,3,3,4,4,3
R0372,20,Woman,Kalimantan,< IDR 5M,3,E-commerce,Personal care,1060000,10,Often,3.0,3,3,3,5,4,4,4,4,4,2,4,4.0,5,5,5,3,3,3,3,3,4,4,3,4
R0373,18,Man,Java,< IDR 5M,4,E-commerce,Personal care,480000,6,Often,3.0,3,3,3,3,3,3,4,4,4,3,4,3.0,4,4,4,4,3,3,3,3,3,5,5,5
R0374,26,Man,Sumatra,< IDR 5M,2,Minimarket,Home care,410000,8,Often,4.0,5,4,4,4,3,4,4,3,4,3,2,2.0,4,3,3,3,2,3,3,4,4,3,4,4
R0375,41,Man,Sumatra,IDR 10–20M,1,E-commerce,Personal care,1130000,11,Sometimes,3.0,3,2,2,4,4,4,4,4,4,3,4,4.0,4,4,3,3,3,3,5,4,4,4,4,5
R0376,38,Woman,Bali & Nusa Tenggara,IDR 10–20M,5,Minimarket,Personal care,1480000,10,Rarely,3.0,3,4,3,5,4,4,3,3,3,3,2,3.0,3,3,3,4,4,4,4,4,4,4,4,4
R0377,38,Woman,Sumatra,IDR 10–20M,3,Supermarket,Food & beverages,1030000,10,Never,2.0,2,3,3,3,3,2,2,3,3,2,3,3.0,3,3,3,4,4,4,4,4,4,3,4,4
R0378,37,Man,Java,IDR 10–20M,3,Supermarket,Food & beverages,1370000,7,Sometimes,5.0,3,3,3,4,3,3,4,4,4,4,4,5.0,3,3,4,3,4,3,4,4,4,4,4,3
R0379,28,Woman,Sumatra,IDR 10–20M,2,E-commerce,Food & beverages,840000,10,Sometimes,4.0,3,3,3,4,3,4,3,3,3,3,3,2.0,5,4,4,4,4,4,3,4,4,3,4,4
R0380,34,Woman,Java,IDR 5–10M,3,Traditional market,Personal care,580000,9,Rarely,5.0,4,4,4,3,3,2,2,3,3,3,4,2.0,3,3,3,4,4,4,3,2,3,3,3,3
R0381,25,Woman,Kalimantan,> IDR 20M,1,Traditional market,Personal care,1020000,8,Often,4.0,4,5,5,3,3,3,4,4,3,3,3,3.0,3,4,4,3,3,3,3,4,3,3,3,3
R0382,28,Man,Sumatra,< IDR 5M,4,E-commerce,Personal care,520000,8,Sometimes,3.0,4,4,4,4,4,4,3,4,3,4,4,3.0,4,3,4,4,4,4,4,3,4,4,5,5
R0383,30,Man,Sulawesi,IDR 10–20M,3,Minimarket,Home care,1050000,6,Rarely,5.0,5,5,5,3,3,4,2,1,2,2,3,2.0,3,3,3,5,4,3,3,4,3,2,3,3
R0384,32,Man,Sulawesi,IDR 5–10M,1,E-commerce,Food & beverages,910000,10,Sometimes,5.0,3,4,4,4,3,4,2,3,3,3,2,3.0,4,4,4,3,3,3,3,4,3,4,5,4
R0385,18,Woman,Kalimantan,IDR 5–10M,4,Supermarket,Personal care,860000,7,Sometimes,5.0,4,5,5,3,3,2,2,3,3,3,3,3.0,4,3,4,4,3,4,3,3,3,3,3,4
R0386,24,Woman,Kalimantan,IDR 5–10M,1,E-commerce,Personal care,860000,9,Often,4.0,3,3,3,3,3,3,3,4,4,3,3,3.0,5,5,3,4,4,4,3,3,3,4,4,4
R0387,21,Woman,Java,< IDR 5M,4,Minimarket,Food & beverages,750000,10,Sometimes,5.0,4,4,4,4,4,4,3,3,2,3,2,3.0,3,3,2,3,4,3,3,4,3,2,2,3
R0388,31,Woman,Java,< IDR 5M,4,Traditional market,Food & beverages,510000,9,Rarely,5.0,3,3,3,3,4,3,3,3,3,2,2,2.0,4,4,3,4,4,4,3,3,3,2,4,2
R0389,39,Man,Java,IDR 10–20M,4,Supermarket,Food & beverages,1480000,10,Sometimes,2.0,3,3,3,4,4,4,3,3,3,3,3,3.0,3,3,3,5,5,5,5,4,4,3,3,3
R0390,24,Woman,Bali & Nusa Tenggara,IDR 10–20M,4,E-commerce,Personal care,1830000,7,Sometimes,3.0,2,3,2,3,4,3,4,4,5,3,3,4.0,5,5,4,5,4,4,3,3,3,4,4,4
R0391,41,Woman,Java,IDR 10–20M,3,Minimarket,Food & beverages,1010000,15,Rarely,2.0,2,3,2,3,3,4,3,3,2,2,2,2.0,4,3,3,4,4,5,3,3,3,3,3,3
R0392,44,Man,Sumatra,> IDR 20M,1,E-commerce,Food & beverages,1160000,10,Never,3.0,3,2,3,4,4,3,4,3,4,4,4,4.0,2,2,3,4,4,3,3,3,3,4,4,4
R0393,18,Woman,Sumatra,< IDR 5M,5,Minimarket,Personal care,950000,8,Rarely,4.0,3,3,3,3,3,5,3,3,3,3,3,2.0,4,4,4,4,4,4,4,3,3,4,4,4
R0394,19,Man,Sumatra,,3,E-commerce,Home care,930000,9,Sometimes,5.0,4,4,4,4,3,2,3,3,3,3,3,3.0,5,4,5,4,4,4,4,4,4,4,4,4
R0395,38,Man,Sumatra,< IDR 5M,2,Minimarket,Personal care,610000,8,Sometimes,4.0,4,4,4,4,4,4,3,4,3,4,4,4.0,4,3,4,3,4,4,2,2,2,2,3,3
R0396,22,Woman,Sumatra,< IDR 5M,4,E-commerce,Home care,460000,7,Sometimes,5.0,5,4,4,2,3,3,4,4,3,3,2,3.0,3,2,2,3,3,3,3,2,3,3,3,3
R0397,24,Man,Bali & Nusa Tenggara,IDR 5–10M,3,Traditional market,Home care,540000,7,Often,5.0,3,3,4,3,3,3,3,3,4,3,3,2.0,3,4,5,4,3,4,3,3,3,2,3,3
R0398,18,Woman,Java,IDR 5–10M,4,Traditional market,Personal care,500000,10,Often,5.0,4,4,4,4,4,4,3,3,3,3,3,4.0,4,4,3,3,3,3,3,4,3,3,3,3
R0399,48,Woman,Java,IDR 5–10M,2,Supermarket,Home care,670000,10,Often,4.0,4,4,4,3,3,3,3,3,3,3,3,3.0,4,5,3,4,4,4,4,3,4,4,3,4
R0400,39,Woman,Java,IDR 10–20M,4,Minimarket,Food & beverages,2000000,7,Never,4.0,2,3,3,3,3,4,3,4,3,4,3,3.0,3,3,3,4,5,4,3,4,4,4,4,3
R0401,31,Man,Java,< IDR 5M,4,Minimarket,Personal care,660000,4,Sometimes,4.0,5,5,4,3,4,3,4,4,4,2,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3
R0402,42,Woman,Bali & Nusa Tenggara,IDR 10–20M,4,Supermarket,Home care,840000,12,Never,4.0,3,4,4,4,3,2,3,3,4,3,2,3.0,2,2,2,5,4,4,3,4,4,2,3,2
R0403,30,Woman,Sulawesi,< IDR 5M,7,Traditional market,Home care,480000,5,Sometimes,3.0,4,3,3,2,3,2,2,3,3,2,3,3.0,2,4,3,2,3,3,3,3,3,4,4,4
